,MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
10,50810E_15,0.47882241200000003,0.6662868000000001,0.290978158,2.1471984809999998,3.268945869,0.224121557,0.166191833,2.332003799,0.209116809,1.329534663,0.520607787,0.294207028,0.314529915,0.25982906,0.70351377,0.544919278,1.501614435,1.977777778,0.43779677100000003,0.614814815,0.397910731,0.350807217,0.172079772,0.997340931,2.501234568,1.331244065,0.241215575,0.267236467,0.738651472,0.169420703,0.47046533700000004,1.8666666669999998,0.284520418,0.392782526,0.30750237399999997,0.6790123459999999,0.610446344,0.305033238,0.489838557,0.32022792,0.290788224,0.350997151,0.327255461,0.181200803,0.782219478,0.176724803,2.160518599,0.331841334,0.527087514,1.296650718,0.257138447,0.17888563,0.191541905,0.106034882,0.166846736,0.137212533,0.177496527,0.138447291,0.187065905,0.10294798599999999,0.502083655,0.316869887,1.409322426,2.147244945,0.16530328800000002,1.346041056,1.02407779,0.242630035,0.196789628,0.17116839,0.106034882,0.15573391,0.45223028200000004,0.19848742100000002,0.208365489,0.262849205,1.6147553630000002,Ts65Dn,Saline,C/S,t-CS-s
11,3416_9,0.542598762,0.673647469,0.30747263199999997,2.346501666,3.6127241000000003,0.211962558,0.171664287,2.306203395,0.20276059,1.409487546,0.572584484,0.25067428199999997,0.33222275100000004,0.257972394,0.8208789470000001,0.415516421,1.4581945109999999,1.654450262,0.46231953,0.573536411,0.484055212,0.322227511,0.169125813,0.999524036,2.350943995,1.377756624,0.24829446300000002,0.228621291,0.712835158,0.158813264,0.458035856,2.086149453,0.298746629,0.38902110100000004,0.30461684899999997,0.635411709,0.576392194,0.32746311300000003,0.505156275,0.285578296,0.27003014399999997,0.40266539700000004,0.394256703,0.17046509199999998,0.7413633079999999,0.15293389699999999,1.881303496,0.285139734,0.449623595,0.845622357,0.18284005399999997,0.140558936,0.17314633399999999,0.10188718199999999,0.137362071,0.187480664,0.167165103,0.11941837699999999,0.208621223,0.114674642,0.441992369,0.277405383,1.209755595,2.28483036,0.129215221,1.023099928,0.8427348659999999,0.21274621,,0.11890275300000001,0.10188718199999999,0.11477776599999999,0.37949881399999996,0.144271424,,,1.616376199,Ts65Dn,Memantine,C/S,t-CS-s
12,3481_5,0.30510314899999996,0.483790911,0.30727470100000004,2.704668838,4.639367148,0.223825035,0.17527532199999998,3.253451218,0.22010237300000002,1.098805646,0.327284008,0.32666356399999996,0.278424073,0.265549868,0.9578098340000001,0.88676904,1.856522414,1.222584148,0.394912362,0.7586474329999999,0.222584148,0.35024042200000005,0.165813557,1.277338297,2.629595161,1.0825190009999999,0.241352567,0.266480534,0.73413991,0.148596246,0.357375523,2.642314255,1.094617652,0.467038933,0.440359857,0.789979836,0.546765938,0.344656429,0.571428571,0.28680006199999997,0.295176051,0.384519932,0.335349775,0.19435171,1.066137327,0.146801408,1.1855995670000001,0.297753316,0.317693765,1.400794009,0.12604890400000002,0.16060633400000002,0.192908057,0.14075611300000002,0.174681945,0.21113416899999998,0.172065325,0.120635207,0.287918434,0.167192998,0.602905351,0.300189479,1.77424885,2.639267346,0.171884869,1.3294234409999999,0.8730488129999999,0.26084995,0.153839213,,0.14075611300000002,0.130650546,0.5186321389999999,0.146801408,0.19696833,,1.177479022,Control,Saline,S/C,c-SC-s
13,3418_8,0.356881214,0.498953428,0.347462062,2.397697541,3.5805860810000003,0.281266353,0.227629513,2.660648875,0.226059655,1.489010989,0.33542647800000003,0.342752486,0.354788069,0.382783883,0.904500262,0.7953950809999999,1.625065411,1.25588697,0.441130298,0.723443223,0.274463632,0.423076923,0.19021454699999998,1.190214547,1.912349555,1.004447933,0.257456829,0.357927786,0.63422292,0.17582417600000003,0.493458922,2.154631083,0.919675563,0.57718472,0.753008896,0.957613815,0.84144427,0.520669806,0.7551020409999999,0.433804291,0.461800105,0.5996860279999999,0.59811617,0.149646226,0.7318396229999999,0.139976415,1.268985849,0.22535377399999998,0.21179245300000002,0.996108491,0.7898584909999999,0.209551887,0.18431603800000002,0.122051887,0.144693396,0.158962264,0.318632075,0.115919811,0.20176886800000002,0.12853773599999999,0.437735849,0.238915094,1.3284198109999998,1.779245283,0.158254717,1.119929245,0.636438679,0.213443396,,,0.122051887,0.14457547199999998,0.3375,,,0.338325472,0.708726415,Ts65Dn,Memantine,S/C,t-SC-s
14,3417_14,0.377394636,0.48659003799999995,0.253147236,1.5547345369999999,2.141215107,0.223864258,0.195675972,2.0640394090000003,0.198412698,1.1694033940000002,0.5429666120000001,0.287356322,0.250684182,0.246305419,0.588122605,0.5413245760000001,1.104542967,0.669950739,0.38013136299999994,0.46004378799999995,0.35030104,0.316091954,0.204980843,0.657909141,1.611384784,0.724411604,0.227969349,0.24055829199999998,0.519430761,0.161466886,0.39408867,1.344553914,0.318007663,0.387520525,0.384236453,0.67104543,0.598522167,0.260536398,0.47263273100000003,0.348932677,0.282430213,0.373836891,0.21182266,0.140288681,0.948341352,0.168397063,1.036464928,0.320587491,0.380096227,0.633071664,0.144593568,0.196758673,0.142567739,0.123069131,0.164851861,0.155988858,0.17422132199999998,0.15143074199999998,0.28842745,0.14991137,0.6057229679999999,0.331476323,1.725753355,2.2418333759999998,0.21245885,1.237528488,0.77614586,0.259812611,,0.243099519,0.123069131,0.19650544399999997,0.5484932889999999,,,,1.402633578,Ts65Dn,Memantine,C/S,c-SC-m
15,J1291_1,0.277106869,0.514868199,0.320348007,2.36579665,3.3712504869999997,0.234774705,0.18737826300000002,3.709518244,0.245033113,1.067523698,0.258018439,0.304376055,0.30009089699999997,0.26918582,0.8646928970000001,0.665238281,1.405012336,1.523828074,0.48863783899999996,0.6848461240000001,0.239449422,0.351382937,0.17971692,1.20438904,2.412543825,1.180625893,0.243474873,0.277236723,0.780807687,0.178807947,0.44124139700000004,2.4744838330000003,0.938189845,0.440981691,0.36553694299999995,0.689390988,0.5547331520000001,0.332164654,0.567328918,0.303596935,0.2684067,0.412413972,0.697312037,0.20456356399999998,0.827019196,0.154943861,2.538645418,0.303947845,0.631437885,0.8666425209999999,0.623180007,0.15371242300000001,0.17573343,0.11452372300000001,0.15400217300000002,0.18696124600000003,0.33922491899999996,0.108221659,0.19268381,0.11307497300000001,0.499166968,0.29735603,1.3773994930000002,2.2659905830000002,0.14176023199999999,1.309090909,0.7477001090000001,0.21484969199999998,0.135458167,,0.11452372300000001,,0.315972474,0.29228540399999997,0.134588917,0.23491488600000002,1.344585295,Ts65Dn,Saline,S/C,t-SC-s
16,3478_14,0.34467640899999996,0.482463466,0.312943633,2.057411273,3.237578288,0.230688935,0.187056367,2.34091858,0.18350730699999998,1.179123173,0.427348643,0.294572025,0.33757828799999995,0.266388309,0.741544885,0.505219207,1.340709812,2.20960334,0.5056367429999999,0.6087682670000001,0.334446764,0.350939457,0.20208768300000002,0.9492693109999999,2.410229645,1.327974948,0.255741127,0.27954071,0.6724425890000001,0.166388309,0.35782881,1.7432150309999999,0.291858038,0.431106472,0.339874739,0.66263048,0.5528183720000001,0.322546973,0.532985386,0.36638830899999997,0.319832985,0.379749478,0.349478079,0.152986131,0.670393433,0.16713840900000002,2.111944523,0.301585055,0.411406736,1.548400793,0.275969431,0.143928673,0.175771299,0.09963204099999999,0.149448061,0.13005944,0.170110388,0.115199547,0.18681007600000002,0.09043306,0.509482027,0.29422587,1.486555335,1.988112086,0.143645627,1.172940843,0.925417492,0.23931503,0.183555052,0.14237192199999998,0.09963204099999999,0.163458817,0.471270875,0.224738183,0.212567223,0.258420606,1.743136145,Control,Saline,C/S,t-CS-s
17,3605_7,0.370727784,0.570365903,0.309609972,2.1982307999999997,4.102533172,0.262364294,0.189183756,4.656614395,0.21793325300000002,1.31101729,0.38821873700000004,0.319863289,0.327905107,0.30880579,0.7899075190000001,0.705468436,1.5995174909999998,1.14495376,0.45295536799999997,0.7201447529999999,0.316646562,0.40269400899999996,0.190993164,0.938279051,2.06694813,1.137716124,0.23924406899999998,0.26698833899999996,0.7217531159999999,0.17671893800000002,0.45034177700000005,2.188178528,0.61499799,0.46722959399999997,0.477885002,0.859067149,0.626055489,0.339967833,0.60615199,0.330317652,0.33172497,0.449135505,0.40570969,0.157989014,1.004060186,0.145211369,1.400525436,0.28946739899999996,0.314067351,1.330069262,0.113446382,0.139718175,0.18235013100000003,0.147241462,0.16957248600000002,0.183186052,0.171721997,0.10759493699999999,0.263553857,0.166706472,0.599474564,0.261404347,1.7412228330000001,2.5760687840000003,0.17864819699999998,1.48483401,0.9189156909999999,0.228684022,,,0.147241462,0.130642465,0.44148555100000003,,,0.21244327699999999,1.072008598,Ts65Dn,Memantine,S/C,c-CS-m
18,J2292_13,0.253623188,0.368712702,0.386189258,2.1575021309999998,3.8407928389999997,0.27280477399999997,0.19906223399999998,4.748081841,0.189897698,0.9946717820000001,0.296888321,0.311167945,0.37361466299999996,0.28303495300000003,0.7683290709999999,0.647485081,1.4710144930000002,1.72314578,0.46099744200000004,0.662404092,0.24680306899999999,0.390238704,0.19586530300000002,0.91602728,2.046035806,1.077365729,0.254688832,0.317988065,0.698849105,0.16602728,0.400042626,,0.44394714399999996,0.554347826,0.540494459,0.790494459,0.600170503,0.399190111,0.639386189,0.381287298,0.37105711799999996,0.407289003,0.607203751,0.152767343,0.6665414479999999,0.146255948,2.2087402959999998,0.278111695,0.37165038799999994,1.107938893,0.328575006,0.155897821,0.173678938,0.128725269,0.16040571,0.18820435800000002,0.235161533,0.12046080599999999,0.246681693,0.164287503,0.543701478,0.311044328,1.290383171,2.126721763,0.170798898,1.280741297,0.8443526170000001,0.235286752,0.172927623,0.14638116699999998,0.128725269,0.141497621,0.47170047600000004,0.209867268,0.217881292,0.243175557,1.09679439,Control,Saline,S/C,c-SC-s
19,3491_2,0.430101997,0.725550699,0.40113139600000003,2.647295792,4.216250963999999,0.271277963,0.183251907,5.483843319,0.297420074,1.2978486329999999,0.472957915,0.38064626700000004,0.405931259,0.339933145,0.92345933,1.030941973,1.822919345,1.744664438,0.614382446,0.821119397,0.307362647,0.357761207,0.189594583,1.845032999,3.653895603,1.246592954,0.254049884,0.338561755,0.822576498,0.15659552599999998,0.48504328399999996,3.1371389389999997,0.785720408,0.44973000799999996,0.42924487899999997,0.8740893120000001,0.579154881,0.40738836,0.603668467,0.404131311,0.36521813700000005,0.468929459,0.428473472,0.21962319100000002,1.3847729130000002,0.182169837,2.503686175,0.330526986,0.43892782399999997,1.282561209,0.265131519,0.16874488,0.190406844,0.129607718,0.182943479,0.20724492600000002,0.278920542,0.11695640300000001,0.229270957,0.141667425,0.5516519520000001,0.32251752100000003,2.1791662869999997,2.3480476930000003,0.148493674,1.432693183,0.988531901,0.23391280600000003,0.161236006,0.119186311,0.129607718,0.118276145,0.605988896,0.17734595399999997,0.16847183,0.17511604600000003,1.403294803,Ts65Dn,Saline,S/C,t-SC-s
20,3605_3,0.46319934799999996,0.656572515,0.335551331,2.5640956000000004,5.247827268,0.24986420399999998,0.19269418800000002,5.2620858230000005,0.245382944,1.380907116,0.388375883,0.32115698,0.34125475299999997,0.29644215100000004,0.9292504070000001,0.8616241170000001,1.9319663230000002,1.276887561,0.44541010299999995,0.782319392,0.305676263,0.39625203700000006,0.18332428,1.266838675,2.539244976,1.288565997,0.233840304,0.277973927,0.799429658,0.157115698,0.500814775,2.785442694,0.689299294,0.458174905,0.45831070100000004,0.907930473,0.6420423679999999,0.362982075,0.635931559,0.347501358,0.34288430200000003,0.45545899,0.39611624100000004,0.18816914399999998,1.25232997,0.15458676699999999,1.5891550490000002,0.280674728,0.352846029,1.754217053,0.13355927,0.141338674,0.206962952,0.144419626,0.171686051,0.18632057300000002,0.190171763,0.117769391,0.26811984899999997,0.155588077,0.613340522,0.253870446,1.907879535,2.631441115,0.1621351,1.444196257,0.988600478,0.24378032800000002,,,0.144419626,0.120234152,0.44296387600000003,,,0.16606331400000002,1.005776785,Ts65Dn,Memantine,S/C,c-SC-s
21,50810B_13,0.454020221,0.633124699,0.245064998,1.843283582,2.7831006260000004,0.20269619600000002,0.145402022,1.432354357,0.158401541,1.433076553,0.635050554,0.224602792,0.239046702,0.193548387,0.732546943,0.479778527,1.217862301,1.059220029,0.328839673,0.601829562,0.354116514,0.315117959,0.145642754,0.8562831009999999,1.8952816559999999,1.017573423,0.19908521899999998,0.176456428,0.465816081,0.127106403,0.38155994200000004,1.44848339,0.290081849,0.439817044,0.369282619,0.698122292,0.6499759270000001,0.31271064,0.508184882,0.38493018799999995,0.308618199,0.422965816,0.191141069,0.17810219,0.905242203,0.146250829,0.680026543,0.252023889,0.56284008,1.255607167,0.061048440999999995,0.149568679,0.135235567,0.105640345,0.143596549,0.135500995,0.189781022,0.112408759,0.19721300600000002,0.11121433300000001,0.509489051,0.274452555,1.376509622,1.929130723,0.14465826099999998,1.060252157,0.78407432,0.19508958199999998,0.135235567,0.11930988699999999,0.105640345,0.13377571300000002,0.365096218,0.110948905,0.169608494,0.160982084,1.2674187129999999,Ts65Dn,Saline,C/S,c-CS-s
22,J2292_7,0.24330970600000001,0.377694199,0.33805873,2.125415883,4.467235643,0.235932301,0.169969622,5.171271517,0.20367423699999998,1.036597714,0.285693621,0.324605815,0.34934182,0.258643136,0.819904528,0.678865905,1.5207579919999998,1.66165196,0.444524808,0.68768986,0.225227832,0.361926805,0.17561116699999998,1.038478229,1.9325907709999999,1.0969188490000001,0.257051931,0.283668451,0.750614784,0.154057573,0.395052799,,0.447273253,0.489367858,0.462172718,0.7432373790000001,0.540865037,0.36872558899999996,0.586431361,0.348907855,0.32822219,0.389266599,0.554462607,0.181383312,0.847239649,0.149623588,2.293287327,0.282622334,0.416091593,1.440793601,0.37013801799999996,0.146800502,0.18969573399999998,0.134096612,0.175266625,0.195890841,0.269369511,0.11174717699999999,0.247647428,0.161856964,0.553717064,0.316342535,1.435147428,2.313833124,0.154171895,1.316264115,0.8736668759999999,0.233688833,0.164209536,0.122098494,0.134096612,0.11707967400000001,0.527525094,0.208751568,0.18044228399999998,0.18844102899999998,1.22718005,Control,Saline,S/C,t-SC-s
